,제목,장소명,장소설명,주소
7087,황금빛 내 인생,에리아,8화에서 '게지박스'로 등장한다.,경기도 성남시 분당구 판교역로18번길 12
7088,황금빛 내 인생,블루힙,15회에서 이 카페에서 서지안(신혜선)은 친구 강명신 그녀를 만난다.,경기도 수원시 팔달구 권광로 173 남경빌딩 2층
7089,황금빛 내 인생,파머스테이블,52회에서 서지안(신혜선)과 최도경(박시후)은 지안이 핀란드 유학을 마치고 한국에 잠시 머무는 동안 이곳에서 우연히 소개팅으로 만난다.,경기도 파주시 탄현면 헤이리마을길 59-77
7090,황금빛 내 인생,S.T. Dupont,5회에서 최재성(전노민)이 여기서 만년필을 산다.,서울특별시 강남구 압구정로 461
7091,황금빛 내 인생,광흥창역,이 지하철역 3번 출구는 황금빛 내 인생 3회에서 서지안(신혜선)이 아버지와 헤어지는 곳이다.,서울특별시 마포구 독막로 165
7092,황금빛 내 인생,성산대교,6회에서 서지안(신혜선)의 아버지인 절망의 서태수(천호진)가 이 다리 기슭에 앉아 소주를 마시고 있다.,서울특별시 마포구 망원동 성산대교
7093,황금빛 내 인생,성미산로29길 빌라,36회에서 서지안(신혜선)은 최씨 일가를 떠난 뒤 이 집 앞에서 우연히 노명희(나영희)를 만난다.,서울특별시 마포구 성미산로29길 10
7094,황금빛 내 인생,홍대입구역,25회에서 서지안(신혜선)의 아버지가 딸을 찾기 위해 안절부절 못하다가 찾아온다.,서울특별시 마포구 양화로 160 홍대입구역
7095,황금빛 내 인생,어울마당로,39회에서 선우혁(이태환)과 서지수(서은수)가 첫 데이트를 하게 된다.,서울특별시 마포구 어울마당로
7096,황금빛 내 인생,콜린,45회에서 서지수(서은수)와 선우혁(이) 태환) 이 카페에서 지수 아빠의 데이트 허락을 받는다.,서울특별시 마포구 어울마당로 45
7097,황금빛 내 인생,홍대놀이터공원,"서지호(신현수 분)가 45회에서 이곳에 옷가게를 내놨고, 최서현(이다인 분)이 찾아온다. 그녀는 그가 그녀에게 자신에게 반했느냐고 물었을 때 어떻게 반응해야 할지 모른다.",서울특별시 마포구 와우산로21길 19-3
7098,황금빛 내 인생,카페 릴리블랑,서지안(신혜선)과 최도경(박시후)은 해상그룹 회장으로 임명된 후 이곳에서 만납니다.,서울특별시 서초구 양재천로19길 52
7099,황금빛 내 인생,원효대교,30화에서 서지호(신현수)는 최서현(이다인)을 이곳으로 초대해 치킨과 맥주를 함께 먹었다.,서울특별시 영등포구 여의도동 원효대교
7100,황금빛 내 인생,용산가족공원,11회에서 서지태(이태성)와 이수아(박주희)가 헤어진 뒤 서로를 그리워하며 이 공원에 데이트를 하러 왔을 때를 회상한다.,서울특별시 용산구 서빙고로 137
7101,황금빛 내 인생,계동길,황금빛 내 인생 1회에서 서지수(서은수)는 짝사랑하는 선우혁(이태환)을 쫓는다.,서울특별시 종로구 계동길
7102,황금빛 내 인생,윤보선길,4회에서 선우혁(이태환)은 왕자만화방(구 파스텔 드 나타)을 지나 자전거를 타고 이 골목길로 들어선다.,서울특별시 종로구 윤보선길
7103,황금빛 내 인생,율곡로3길,1회에서 서지수(서은수)는 이 거리에서 선우혁(이태환)을 쫓는다.,서울특별시 종로구 율곡로3길
7104,황금빛 내 인생,안국동 We Are Young 벽화,1화에서 선우혁(이태환)은 서지수(서은수)를 쫓을 때 자전거를 타고 이곳을 지나간다.,서울특별시 종로구 율곡로3길 64 육교 밑
7105,황금빛 내 인생,서울 평창동 맨션 489-8,"최씨 가문의 저택, 해성그룹 부회장과 그의 아내 노명희(나영희)는 아이들 최도경(박시후), 최서현(이다인), 그리고 남편과 함께 살고 있다.",서울특별시 종로구 평창길 227
7106,황금빛 내 인생,숭례문,32회에서 서지안(신혜선)과 최도경(박시후)은 함께 남대문시장으로 가는 길에 이곳을 지나간다.,서울특별시 중구 세종대로 40
7107,황금빛 내 인생,국립현대미술관 덕수궁,서지안(신혜선 분)과 최도경(박시후 분)은 이 박물관에서 열리는 임시 전시회 '새로운 여성의 도착' 전시회을 방문한다.,서울특별시 중구 세종대로 99
7108,황금신부,서울랜드,김명수(김희철)는 5화에서 자신의 짝사랑 상대인 강세미(안미나)를 핑계로 이 공원으로 데려오지만 그녀는 금세 그의 의도를 알아차리고 외면한다.,경기도 과천시 광명로 181
7109,황금신부,양평 두물머리,4회에서 강우남(강신일)은 중매결혼 전날 강준우(송창의)와 진주응옌(이영아)을 이곳으로 데려온다.,경기도 양평군 양서면 양수리
7110,황금신부,팍스타워,강준우(송창의)가 LP로 일하는 C&P 사옥으로 건물이 나온다.,서울특별시 강남구 언주로 609
7111,황금신부,그랜드 워커힐 서울,5회에서 옥지영(최여진)과 김영민(송종호)이 이 집에서 약혼을 자축한다.,서울특별시 광진구 워커힐로 177
7112,황금신부,경희대학교 서울캠퍼스,1회에서 강준우(송창의)는 옥지영(최여진)과 함께 했던 학창시절의 행복한 순간을 회상한다.,서울특별시 동대문구 경희대로 26
7113,황금신부,성산대교,4화 이 다리에서 강세미(안미나)에 대한 사랑에 대해 양옥경(견미리)을 설득하려 한다.,서울특별시 마포구 망원동 성산대교
7114,황금신부,르한스,옥경이 아들의 장점을 뽐내기 시작하자 한숙은 한통의 전화를 받고 갑자기 자리를 뜬다.,서울특별시 성북구 정릉로10길 127
7115,황금신부,대한다원보성녹차밭,"64화 마지막 장면에서 행복한 가족 강준우(송창의) ), 진주 응웬(이영아)과 그들의 아이가 이 차밭을 걷는다.",전라남도 보성군 보성읍 녹차로 763-43
7116,황후의 품격,제장마을,"이곳은 나왕식(최진혁)의 부상자를 이곳에서 돌보고, 그를 소생시키기 위해 간호하고 나중에 그를 황궁 근위병이 되도록 훈련시키는 곳",강원도 정선군 신동읍 제장길 1-38
7117,황후의 품격,국립현대미술관 과천,37회에서 강태후(신은경)가 사회봉사 시간을 청소해야 하는 역사박물관. 오써니(장나라)의 아버지와 여동생은 그녀가 제대로 하는 것을 지켜본다,경기도 과천시 광명로 313
7118,황후의 품격,국립교통재활병원,22회에서 나왕식(최진혁)과 오써니(장나라)는 황제 이혁(신성록)과 민유라(이엘리야)에게 머리에 총알이 박힌 사실을 숨기기 위해 이 병원에서 온갖 짓을 다한다.,경기도 양평군 양평읍 중앙로 260
7119,황후의 품격,약천사,17회에서 나왕식(최진혁)은 변선생님(김명)을 만나러 온다.,경기도 파주시 교하로681번길 118
7120,황후의 품격,화성시 우리꽃 식물원,이 정원의 사계관은 황후의 품격에서 강태후(신은경)가 단독으로 사용하던 로열 유리집으로 등장한다.,경기도 화성시 팔탄면 3.1만세로 777-17
7121,황후의 품격,삼청각,황제 이혁(신성록)이 할머니와 조태후(박원석)에게 민유라(이엘리야)를 소개하려 한다.,서울특별시 성북구 대사관로 3
7122,황후의 품격,롯데월드,"49회에서 세 사람은 '평범한 가족 데이트'를 위해 이 놀이동산에 왔고, 아리는 '공포의 무덤'에 가자고 조른다.",서울특별시 송파구 올림픽로 240
7123,황후의 품격,올림픽공원,4회에서 이혁(신성록)과 오써니(장나라)가 가짜 데이트를 하러 왔다.,서울특별시 송파구 올림픽로 424
7124,황후의 품격,콘래드 서울 호텔,40회에서 이 호텔의 한 방에서 강희 딸의 즉위를 계획했다.,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터
7125,황후의 품격,원효대교,36회에서 황제 이혁(신성록)이 동생 이윤(오승윤)과 만나 전처의 죽음에 대해 알게 된 사실을 털어놓는다.,서울특별시 영등포구 여의도동 원효대교
7126,황후의 품격,한강 공원 여의도 지구,39화에서 오쓰니(장나라) 왕후가 변선생(김명수)을 이 공원에서 만났다.,서울특별시 영등포구 여의동로 290
7127,황후의 품격,타임스퀘어,"9회에서는 황제 이혁(신성록)이 민유라(이엘리야)를 데리고 황실 재물을 과시하는 모습이 그려졌다. 22회에서는 황제 이혁(신성록)과 오수니(장나라)가 다시 찾아온 사랑을 보여주기 위해 찾아오는데, 수니의 습격을 받자 나왕식(최진혁)이 지켜내는 모습이 그려졌다.",서울특별시 영등포구 영중로 15
7128,황후의 품격,N서울타워,32회에서 나왕식(최진혁)은 어머니의 죽음의 원인을 알게 된 오써니(장나라)를 데려왔다.,서울특별시 용산구 남산공원길 105
7129,황후의 품격,한강대교,12화에서 나왕식(최진혁)에게 이혁(신성록)의 행방을 알리게 하고 그녀를 다리로 데려온다. 여기에서 두 사람은 왕이 이 다리 아래를 지나는 배에서 연인 민유라(이엘리야)와 키스하는 것을 지켜본다.,서울특별시 용산구 이촌동 한강대교
7130,황후의 품격,광화문 광장,나왕식(최진혁)이 가까운 공중전화 부스에서 민유라(이엘리야)에게 전화를 걸고 있다.,서울특별시 종로구 세종대로 175
7131,황후의 품격,백제문화단지,대한제국의 본거지인 이화궁의 외관으로 나온다.,충청남도 부여군 규암면 백제문로 455
7132,황후의 품격,궁남지,2회에서 보상을 요구하러 온 오써니(장나라 분)를 맞이하는 곳,충청남도 부여군 부여읍 궁남로 52
7133,황후의 품격,왕식이네해물칼국수,나왕식(최진혁)의 외할머니집으로 등장하는 맛집이다.,충청남도 서천군 비인면 갯벌체험로 492-25
7134,회사를 관두는 최고의 순간,김밥천국 용현점,회사를 그만두기 좋은 날 1회에서 구직자 연지(고원희)가 회사원 남자친구 민우(고경)를 만납니다.,인천광역시 미추홀구 아암대로29번길 48
7135,후아유-학교 2015,양재천,드라마의 포스터가 이 다리 바로 앞에서 촬영되었다.,서울특별시 강남구 대치동 양재천
7136,후아유-학교 2015,커피베이 가산직영점,7회에서 모두가 만나는 곳,서울특별시 금천구 벚꽃로 254
7137,후아유-학교 2015,63스퀘어,한이안(남주혁)은 이 건물 밖 공원에서 솜사탕을 산다.,서울특별시 영등포구 63로 50
7138,후아유-학교 2015,한강 공원 여의도 지구,이은비(김소현)와 한이안(남주혁)은 12회에서 데이트를 위해 이곳에 와서 솜사탕을 사고 자전거를 탄다.,서울특별시 영등포구 여의동로 290
7139,후아유-학교 2015,N서울타워,12회에서 이은비(김소현)와 한이안(남주혁)이 이곳에서 데이트를 한다.,서울특별시 용산구 남산공원길 105
7140,후아유-학교 2015,한강철교,12회에서 이은비(김소현)와 한이안(남주혁)이 데이트를 하던 중 이곳에 자전거를 탔을 때 배경으로 보인다.,서울특별시 용산구 이촌동 한강철교
7141,후아유-학교 2015,송도센트럴파크,"고은별(김소현), 한이안(남주혁), 공태광(육성재)이 이 공원을 자주 방문한다.",인천광역시 연수구 컨벤시아대로 160
7142,후아유-학교 2015,인천해송고등학교,후아유학교 2015에서 모든 일이 일어나는 학교입니다.,인천광역시 연수구 해송로 20
7143,훈남정음,제장마을,10화에서는 강훈남(남궁민)과 유정음(황정음)이 소울을 찾아와 오드리에게 소울에게 진심으로 관심이 있는지 알아보자고 한다.,강원도 정선군 신동읍 제장길 1-38
7144,훈남정음,압구정로,6회에서 정음(황정음)은 드레스를 교환하려는 회사 상사와 함께 이곳에 오다가 우연히 오두리(정영주)와 훈남(남궁민)을 만난다.,서울특별시 강남구 압구정로 436
7145,훈남정음,곤밥,8화에서 정음(황정음)과 그녀의 절친 양코치(오윤아)가 막걸리를 곁들인 파 팬케이크를 먹는 식당 '명불허'로 등장한다.,서울특별시 마포구 토정로 105
7146,훈남정음,쌍대포소금구이 본점,정음(황정음)이 사는 '내장식당'으로 등장한다. 1회에서 친구 최준수(최태준)와 술을 마시며 만난 정음(훈남정음)의 굴욕적인 첫 만남에 대해 이야기한다. ,서울특별시 용산구 청파로 291
7147,훈남정음,인천국제공항,1회에서 정음(황정음)과 훈남(남궁민)은 이곳에서 처음으로 만난다.,인천광역시 중구 공항로 272
7148,훈남정음,성흥산 사랑나무,"아버지가 장난감에 집착하지 말라고 했을 때, 훈남(남궁민)은 어린 시절을 회상하며 이 나무 아래에서 아버지를 기다렸다.",충청남도 부여군 임천면 성흥로97번길 167
7149,흉부외과: 심장을 훔친 의사들,아소산 일산본점,1회에서 최석한(엄기준) 교수가 박태수(고수)에게 한민식의 심장 수술을 함께 해줄 것을 부탁하는 곳입니다.,경기도 고양시 일산동구 정발산로 128
7150,흉부외과: 심장을 훔친 의사들,삼청각,윤현일(정보석)은 11화에서 동생 윤현목(남경업)에게 용서를 구한다.,서울특별시 성북구 대사관로 3
7151,흑기사,파머스테이블,11회에서 수호(김래원)는 하라(신세경)가 이 식당에 도착하기를 기다린다.,경기도 파주시 탄현면 헤이리마을길 59-77
7152,흑기사,부용대,6화에서 샤론(서지혜)은 강물에 빠져 죽으려 하고 장백희(장미희)는 그녀가 이 절벽 아래에 의식을 잃은 채 누워 있는 것을 발견한다.,경상북도 안동시 풍천면 광덕솔밭길 72
7153,흑기사,아보아보,여기는 김영미(신소율)가 운영하는 가게로 나온다.,서울특별시 강남구 강남대로160길 40
7154,흑기사,YTN 뉴스퀘어,6화에서 정해라(신세경)의 몸에 빙의한 샤론(서지혜)은 이 건물 바로 앞 포장마차에 앉아 문수호(김래원)를 부른다.,서울특별시 마포구 상암산로 76
7155,흑기사,곤밥,3회에서 정해라(신세경)와 문수호(김래원)가 밥 먹으러 왔다.,서울특별시 마포구 토정로 105
7156,흑기사,서강8경,19회에서 정해라(신세경)의 전 절친 김영미(신소율)가 그녀에게 이 식당에 저녁을 먹으러 오라고 부탁한다.,서울특별시 마포구 토정로 128 8층
7157,흑기사,응봉산 팔각정,7화에서 정해라(신세경)는 추운 겨울날 숙모 이숙희(황정민)와 함께 이곳에서 운동을 한다.,서울특별시 성동구 독서당로60길 13-1
7158,흑기사,복고포차 달동네 문래역점,16회에서 직장 동료들과 함께 이곳에서 저녁식사를 했다.,서울특별시 영등포구 당산로 34
7159,흑기사,샛강다리,1회에서 전 남자친구가 사기꾼이지 검사가 아니라는 사실을 폭로했다.,서울특별시 영등포구 여의도동 39
7160,흑기사,그랜드하얏트 서울,문수호(김래원)와 정해라(신세경)는 그랜드 하얏트 야외 아이스링크장에서 스케이트를 탄다.,서울특별시 용산구 소월로 322
7161,흑기사,남산 야외식물원,흑기사 5화에서 샤론이 다쳐서 도움이 필요하다고 전화로 문수호(김래원)에게 전화로 알리라고 아줌마에게 부탁한다.,서울특별시 용산구 소월로 323
7162,흑기사,쌍대포소금구이 본점,15회에서 박곤 (박성훈)은 재개발 사업을 위해 적극적으로 시민들의 마음을 사로잡기 위해 노력하고 있는데 그가 하는 곳 중 하나.,서울특별시 용산구 청파로 291
7163,흑기사,계동길,문수호(김래원)는 이 거리를 걸으며 비서와 동네 프로젝트에 대해 이야기합니다.,서울특별시 종로구 계동길
7164,흑기사,학림,"1975년, 5화에서 박철민은 샤론(서지혜)에게 샤론(서지혜)이 25살이 될 때까지 이 카페에서 프러포즈를 해주기를 기다려줄 수 있느냐고 고백한다.",서울특별시 종로구 대학로 119 2층
7165,흑기사,돈화문로11다길,3회에서 익선동 한옥마을 골목을 배회하면서 젠트리피케이션에 맞서는 동네 재생사업을 구상한다.,서울특별시 종로구 돈화문로11다길
7166,흑기사,김형태가옥,15화에서 '금성동 재개발 청문회'가 열리는 곳이다.,서울특별시 종로구 북촌로 67-4
7167,흑기사,북촌로11가길,11회에서 장백희(장미희)는 이 거리를 걷다가 샤론(서지혜)이 박철을 만들었다는 것을 깨닫는다.,서울특별시 종로구 북촌로11가길
7168,흑기사,카페로쏘,김영미(신소율)가 운영하는 가게입니다,서울특별시 종로구 삼청로 81-12
7169,흑기사,거북이슈퍼,문수호(김래원)와 정해라(신세경)는 익선 골목을 배회하던 중 자신의 서울동네 프로젝트(젠트리피케이션에 맞서는 동네 재생 사업)에 대해 설명하고 이 식당을 지나갔다.,서울특별시 종로구 수표로28길 17-25
7170,흑기사,종로타워,"6회, 김영미(신소율)은 정해라(신세경)를 이곳에서 저녁식사에 초대하지만 그 자리에 함께 있던 박철민(김병옥)은 하라에게 쇼핑몰 운영을 도와달라고 부탁할 수 있다.",서울특별시 종로구 종로 51
7171,흑기사,마고,문수호(김래원)의 회사 '블랙 스미스'로 나오는 곳이다,서울특별시 종로구 창덕궁길 49
7172,흑기사,천주교 서울대교구 주교좌명동대성당,1회에서 정해라(신세경)가 그녀의 '꿈'에서 드레스를 사기 위해 오래된 양복점을 찾고 있다. 양복점에 갈 때마다이 성당이 보인다.,서울특별시 중구 명동길 74
7173,흑기사,이화정동빌딩,이 건물의 외관은 정해라(신세경)의 직장으로 나온다.,서울특별시 중구 정동길 17
7174,흑기사,중림동약현성당,2회에 장백희(장미희)가 이곳에 와서 자매에게 자신이 250세이고 이제야 늙어가며 중죄를 저질렀다고 말한다.,서울특별시 중구 청파로 447-1
7175,흑기사,CGV 명동역 씨네라이브러리,이곳에서 장백희(장미희)는 블랙나이트 도서관에서 자신의 책 강연을 한다.,서울특별시 중구 퇴계로 123
7176,흑기사,인천국제공항,"1회에서 여행사에 근무하는 정해라(신세경)는 공항을 찾은 관광객들에게 가져가야 할 것, 가져가지 말아야 할 것을 안내하고, 승객들의 짐에 스티커를 붙인 후 “즐겁게 다녀오세요!”라고 말했다. 그녀는 밖에 나가서 일에 너무 지쳐서 하이힐을 벗고 휴식을 취한다.",인천광역시 중구 공항로 272
7177,흑기사,인천개항박물관,흑기사 '샤론 재단사' 입구,인천광역시 중구 신포로23번길 89
7178,힐러,청아공원기독교전용관,17회에서 서정후(지창욱) 아버지의 유골을 안고 있는 힐러(힐러) 채영신(지창욱)과 함께 온다.,경기도 고양시 일산동구 은마길 129
7179,힐러,S.T. Dupont,힐러 12화에서 서정후(지창욱)의 어머니가 아들의 상견례 전에 겨울 재킷을 여기에서 구입합니다.,서울특별시 강남구 압구정로 461
7180,힐러,겸재정선미술관,서정후(지창욱)와 채영신(박민영)이 만나는 곳은 박물관 옥상이다.,서울특별시 강서구 양천로47길 36
7181,힐러,스타시티몰,11회에서 채영신/오지안(박민영)이 힐러(지창욱)와의 영화 데이트를 기다리는 곳이 바로 이 쇼핑몰이다.,서울특별시 광진구 아차산로 272
7182,힐러,샛강다리,11회에서 채영신(박민영)이 서정후(지창욱)와 거짓 데이트를 한다.,서울특별시 영등포구 여의도동 39
7183,힐러,서강대교,7회에서 강대영(태미)이 차를 몰고 이 다리를 건너는 동안 이영국(박상원)은 여기에서 멈춘다.,서울특별시 영등포구 여의도동 서강대교
7184,힐러,노들섬,서정후(지창욱)와 강대영(태미)의 만남의 장소이다.,서울특별시 용산구 양녕로 445
7185,힐러,달링키친,이 카페는 힐러에서 '커피베이'로 등장합니다. 채영신(박민영)이 사는 곳이기도 하다.,서울특별시 특별시 강남구 언주로 126길 25
7186,힐러,청남대,대표이사 김문식(박상원)의 저택으로 등장,충청북도 청주시 상당구 문의면 청남대길 646
7187,힐러,서문교,15회에서 그녀의 팀에 합류할 새로운 기자를 만나기 위해 이곳으로 파견된다.,충청북도 청주시 서원구 사직동
7188,힐러,s459,배상수(박상욱)의 보안회사 사옥으로 등장,충청북도 청주시 서원구 서부로 1436
7189,힐러,운보의 집,힐러에서 박정대 장로(최종원)의 집이다.,충청북도 청주시 청원구 내수읍 형동2길 92-41
7190,힐러,청주첨단문화산업단지,이 복합 단지의 일부 외부는 힐러의 버려진 건물에 그가 세운 힐러의 다락방으로 나타납니다.,충청북도 청주시 청원구 상당로 314 청주첨단문화산업단지
7191,힘쎈여자 도봉순,대포항 등대,12회에서 도봉순(박보영)과 안민혁(박형식)이 이곳으로 데이트를 하러 왔다.,강원도 속초시 대포항 등대
7192,힘쎈여자 도봉순,쏠비치 양양,12회에서 도봉순(박보영)과 안민혁(박형식)은 '워크숍'을 위해 이곳을 찾습니다.,강원도 양양군 손양면 선사유적로 678
7193,힘쎈여자 도봉순,서울랜드,도봉순(박보영)은 안민혁(박형식)의 기분을 바꾸고 싶어 도봉순을 이곳으로 끌고 왔다.,경기도 과천시 광명로 181
7194,힘쎈여자 도봉순,현대프리미엄아울렛 김포점,2회에서 박형식(안민혁)이 개인 경호원으로 출근 첫날 도봉순(박보영)을 이곳으로 끌고 온다.,경기도 김포시 고촌읍 아라육로152번길 100
7195,힘쎈여자 도봉순,엔씨소프트 R&D센터,안민현(박형식)의 게임회사로 도봉순(박보영)이 그의 보디가드로 일하는 곳이다.,경기도 성남시 분당구 대왕판교로644번길 12
7196,힘쎈여자 도봉순,판교 메리어트 호텔 라운지,민혁과 봉순의 분위기 있는 데이트 장소,경기도 성남시 분당구 판교역로192번길 12
7197,힘쎈여자 도봉순,호메오,민혁의 집에 있는 가구를 만나 볼 수 있는 곳,경기도 파주시 탄현면 헤이리마을길 59
7198,힘쎈여자 도봉순,동화힐링캠프,16회에서 도봉순(박보영)의 온가족 사위 안민혁(박형식)이 이곳으로 회식하러 온다.,경기도 파주시 파평면 파평산로363번길 32-9
7199,힘쎈여자 도봉순,동화힐링캠프 글램핑,마지막회 민혁과 봉순네 가족이 바베큐 파티를 연곳,경기도 파주시 파평면 파평산로363번길 32-9
7200,힘쎈여자 도봉순,최재훈스튜디오,3회에서 어색한 가족 외식 장소가 열렸다. 실제로 이 스튜디오는 안민혁(박형식) 집의 거실로 등장한다.,서울특별시 강남구 논현로 612
7201,힘쎈여자 도봉순,리오빌딩,여기에 공비서(전석호)와 아인소프트 직원 오동병(김원해)이 동시에 아이스크림을 먹고 있는 모습도 보인다.,서울특별시 강남구 도산대로11길 18
7202,힘쎈여자 도봉순,보라매 공원,2회에서 안민혁(박형식)이 개인 경호원으로 출근하는 첫날 도봉순(박보영)을 이곳으로 끌고 온다.,서울특별시 동작구 여의대방로20길 33
7203,힘쎈여자 도봉순,와우산로,11회에서 도봉순(박보영)과 안민혁(박형식)이 데이트를 위해 이 거리를 걷는다.,서울특별시 마포구 서교동 406
7204,힘쎈여자 도봉순,홍대놀이터공원,11회에서 데이트 중인 도봉순(박보영)과 안민혁(박형식)이 이 공원 외벽을 지나간다.,서울특별시 마포구 와우산로21길 19-3
7205,힘쎈여자 도봉순,월드컵공원,"8회에서 안민혁(박형식)은 ""사랑했던 여자 만나러 가자""라고 말하며 도봉순(박보영)을 평화의 정원 나무 아래 묻힌 어머니의 무덤에 데리고 간다. 그 곳에 도착하고, 그들은 하늘공원 메타세콰이어길을 따라 걷는다.",서울특별시 마포구 하늘공원로 86
7206,힘쎈여자 도봉순,난지한강공원,"8화에서 도봉순(박보영)과 함께 지구력 훈련을 위해 조깅하는 모습을 볼 수 있다. 두 사람은 13화에서 다시 이곳으로 돌아오는데, 연애를 시작한 후 이곳에서 벌어지는 첫 충돌이다.",서울특별시 마포구 한강난지로 162
7207,힘쎈여자 도봉순,더화이트베일웨딩,도봉순(박보영)과 안민혁(박형식)은 이곳에서 결혼해 행복한 연애를 시작한다.,서울특별시 서초구 서초중앙로 14
7208,힘쎈여자 도봉순,여의도공원,민혁이 전동휠을 타다가 습격 받은 공원,서울특별시 영등포구 여의공원로 68
7209,힘쎈여자 도봉순,여의서로,마지막회 16화에서 도봉순(박보영)과 안민혁(박형식)이 데이트를 하러 왔다.,서울특별시 영등포구 여의도동
7210,힘쎈여자 도봉순,카페길,도봉순의 아버지가 여기에서 일하고 그녀의 어머니가 그녀의 아주머니 친구들과 항상 어울리는 곳이다.,서울특별시 용산구 두텁바위로 89
7211,힘쎈여자 도봉순,오산고등학교,도봉순(박보영)과 인국두(지수)가 다녔던 학교이다.,서울특별시 용산구 보광로7길 17
7212,힘쎈여자 도봉순,쌍대포소금구이 본점,15회에서 도봉순(박보영)과 안민혁(박형식)이 함께 점심을 먹습니다.,서울특별시 용산구 청파로 291
7213,힘쎈여자 도봉순,낙산공원,"7화에서 도봉순(박보영)은 낙산공원 놀이터에서 어머니, 할머니와 함께 시간을 보낸다.",서울특별시 종로구 낙산길 41
7214,힘쎈여자 도봉순,이화동 마을박물관,이 집은 도봉순(박보영)이 가족들과 함께 살고 있는 집이다,서울특별시 종로구 낙산성곽서1길 14
7215,힘쎈여자 도봉순,이화마을,도봉순네 집 및 도봉순 동네의 배경,서울특별시 종로구 이화장길 70-11
7216,힘쎈여자 도봉순,탑골공원,13화에서 납치범 김장현(장미관)이 도봉순(박보영)을 해칠 계획을 세운 것은 공원 입구 중 한 곳이다.,서울특별시 종로구 종로 99
7217,힘쎈여자 도봉순,라비두스,"드라마 남자 주인공인 안민혁(박형식)의 저택으로 등장한다. 7, 8회에서 볼 수 있습니다.",서울특별시 중구 필동로5길 7
7218,힘쎈여자 도봉순,인천문학경기장,6회에서 안민혁(박형식)은 도봉순(박보영)을 데려와 그녀의 힘을 시험해 본다.,인천광역시 남구 매소홀로 618
7219,힘쎈여자 도봉순,송도바다쉼터,6회에서 도봉순(박보영)과 안민혁(박형식)이 함께 일몰을 보기 위해 이곳에 왔다.,인천광역시 연수구 송도동 386-5
7220,힘쎈여자 도봉순,대둔산 금강구름다리,"3화, 도봉순(박보영) 어머니와 함께 사원에서 돌아올 때 이 다리를 건넌다. 6화에서는 엄마가 아주머니들과 함께 산에서 등산을 할 때 이 다리를 건너는 모습을 볼 수 있다.",전라북도 완주군 운주면 산북리
7221,힘쎈여자 도봉순,대둔산,도봉순이 정기를 받은 도봉산,전라북도 완주군 운주면 산북리 611-34
7222,힘쎈여자 도봉순,대둔산 안심사,4회에서 도봉순(박보영)과 어머니가 이 절에 오는 모습을 회상했다.,전라북도 완주군 운주면 안심길 372
7223,힙합왕-나스나길,압구정나들목,방영백(인피니트 이호원/호야)과 송하진(이나은)은 시간이 늦어진 것을 깨닫고 또한 2번 트랙에 약속이 있음을 깨닫고 이 터널에서 함께 오후를 마무리한다.,서울특별시 강남구 압구정동 압구정나들목
7224,힙합왕-나스나길,남산도서관,방영백(이호원)과 송하진(이나은)은 이곳에서 오후에 함께 놀 때 이 도서관에서 책을 빌린다.,서울특별시 용산구 소월로 109
7225,힙합왕-나스나길,후암동엘리베이터,송하진(이나은)은 2번 트랙에서 오후 함께 이 계단 위의 롱보드 위에서 방영백(이호원/인피니트 호야)에게 스케이트 타는 법을 보여주고 있다. 이후 방송에서 그는 학교에서 돌아와 절친인 서기하(한현민)와 함께 계단을 내려간다.,서울특별시 용산구 소월로 109
7226,힙합왕-나스나길,소월로 계단 3번,방영백(이호원)이 새 집이 내려다보이는 풍경을 보기 위해 이 계단의 꼭대기로 걸어간다.,서울특별시 용산구 소월로 168
7227,힙합왕-나스나길,후암약수터 버스정류장,1화에서 방영백(이호원)은 서울에 도착하면 이 버스 정류장에서 내린다.,서울특별시 용산구 후암동 407-27
7228,A-Teen (에이틴),일산문화광장,에이틴 마지막 회에서 에이틴 그룹이 여기서 버스킹 공연을 관람한다.,경기도 고양시 일산동구 중앙로 1271-4
7229,A-Teen (에이틴),봇들육교,12회에서 도하나(신예은)와 남시우(신승호)는 이 고가도로를 건너고 있다.,경기도 성남시 분당구 삼평동
7230,A-Teen (에이틴),낙원중학교,이 학교 건물은 드라마의 등장인물들이 공부하는 서연고의 배경장소로 드라마 메인 촬영지다.,경기도 성남시 분당구 서판교로132번길 11
7231,A-Teen (에이틴),판교 H스퀘어,12회에서 도하나/도하(신예은)와 남시우(신승호)가 여기서 만납니다.,경기도 성남시 분당구 판교역로 231
7232,A-Teen (에이틴),미래에셋벤처타워,12회에서 여보람(김수현)과 차기현(류의현)이 만납니다.,경기도 성남시 분당구 판교역로241번길 20
7233,A-Teen (에이틴),대현빌딩,"도하나(신예은), 여보람(김수현), 남시우(신승호)가 공부하는 학원이 위치한 건물로 학교 끝나고 학원에 오는 장면이 자주 등장한다.",경기도 성남시 분당구 황새울로 315
7234,A-Teen (에이틴),더필에듀 국어학원,"드라마의 등장인물인 도하나(신예은), 여보람(김수현), 남시우(신승호)가 공부하는 학원으로 나온다.",경기도 성남시 분당구 황새울로360번길 21 5층
7235,A-Teen (에이틴),동탄국제고등학교,드라마 등장인물들의 이야기가 그려지는 '서연고등학교'로 설정되어 등장한다. 드라마의 메인 촬영지이자 매 화 이곳에서의 생활이 그려진다,경기도 화성시 동탄나루로 27
